"sample_id","side_or_trapnum","watershed","date","dipteran_large","terrestrial_large","caddisfly_large","mayfly_large","stonefly_large","other_large","dipteran_small","terrestrial_small","caddisfly_small","other_small"
"ST190475","A","9",2019-06-17,3,NA,NA,NA,NA,NA,61,NA,NA,1
"ST190471","B","9",2019-06-17,5,NA,NA,NA,NA,1,35,NA,NA,3
"ST190472","B","9",2019-06-17,3,NA,NA,NA,NA,NA,19,NA,NA,3
"ST190473","B","9",2019-06-17,2,1,NA,NA,NA,2,50,NA,NA,1
"ST190474","B","9",2019-06-17,4,2,NA,NA,1,4,62,NA,NA,5
"ST190475","B","9",2019-06-17,4,3,NA,NA,NA,NA,30,NA,NA,4
"ST190511","A","9",2019-06-24,3,7,NA,NA,NA,2,70,9,NA,18
"ST190512","A","9",2019-06-24,2,NA,NA,NA,1,5,192,9,NA,30
"ST190513","A","9",2019-06-24,1,3,NA,NA,NA,5,122,17,NA,32
"ST190514","A","9",2019-06-24,1,1,NA,NA,1,4,87,3,NA,10
"ST190515","A","9",2019-06-24,2,2,NA,NA,1,NA,82,9,NA,10
"ST190511","B","9",2019-06-24,NA,11,NA,NA,1,6,95,7,NA,14
"ST190512","B","9",2019-06-24,1,1,NA,NA,1,NA,34,2,NA,6
"ST190513","B","9",2019-06-24,2,11,NA,NA,NA,1,63,7,NA,10
"ST190514","B","9",2019-06-24,NA,NA,NA,NA,NA,1,23,2,NA,4
"ST190515","B","9",2019-06-24,2,1,NA,NA,NA,NA,39,2,NA,4
"ST190551","A","9",2019-07-01,5,5,0,0,0,3,32,6,0,10
"ST190552","A","9",2019-07-01,4,6,0,0,2,0,29,9,0,5
"ST190553","A","9",2019-07-01,1,0,0,0,1,1,27,9,0,10
"ST190554","A","9",2019-07-01,2,0,1,0,0,3,43,21,0,9
"ST190555","A","9",2019-07-01,0,0,0,0,0,2,20,4,0,11
"ST190551","B","9",2019-07-01,0,4,0,0,2,5,30,8,0,12
"ST190552","B","9",2019-07-01,1,7,0,0,0,1,18,5,0,4
"ST190553","B","9",2019-07-01,3,9,0,0,1,6,48,15,0,6
"ST190554","B","9",2019-07-01,1,0,0,0,1,0,14,6,0,3
"ST190555","B","9",2019-07-01,0,1,0,0,0,0,18,1,0,12
"ST190591","A","9",2019-07-08,3,4,0,0,5,1,20,8,0,9
"ST190592","A","9",2019-07-08,0,0,0,0,0,3,10,4,0,11
"ST190593","A","9",2019-07-08,1,9,0,0,7,4,9,6,0,36
"ST190594","A","9",2019-07-08,0,6,0,0,0,9,18,2,0,13
"ST190595","A","9",2019-07-08,3,1,0,0,2,1,18,4,0,15
"ST190591","B","9",2019-07-08,3,18,0,0,3,0,22,14,0,9
"ST190592","B","9",2019-07-08,0,2,0,0,3,0,18,17,0,33
"ST190593","B","9",2019-07-08,5,6,0,0,4,2,31,9,0,61
"ST190594","B","9",2019-07-08,1,6,0,0,0,12,39,12,0,25
"ST190595","B","9",2019-07-08,2,2,0,0,2,3,29,2,0,34
"ST190631","A","9",2019-07-15,0,0,0,0,2,3,26,6,1,15
"ST190632","A","9",2019-07-15,0,1,0,0,0,2,14,8,0,180
"ST190633","A","9",2019-07-15,1,0,0,0,1,1,34,6,0,54
"ST190634","A","9",2019-07-15,2,1,0,0,2,2,30,1,1,81
"ST190635","A","9",2019-07-15,0,10,1,0,4,0,12,6,0,22
"ST190631","B","9",2019-07-15,5,8,2,0,1,0,11,10,0,28
"ST190632","B","9",2019-07-15,1,5,1,0,0,0,14,5,0,107
"ST190633","B","9",2019-07-15,0,0,1,0,0,0,4,5,0,9
"ST190634","B","9",2019-07-15,0,0,0,0,4,0,8,2,1,14
"ST190635","B","9",2019-07-15,2,8,0,0,1,5,25,9,0,93
"ST190671","A","9",2019-07-22,3,2,0,0,5,0,9,5,0,63
"ST190672","A","9",2019-07-22,12,0,0,0,1,1,16,5,2,9
"ST190673","A","9",2019-07-22,4,0,0,0,1,0,20,6,0,22
"ST190674","A","9",2019-07-22,5,0,0,0,2,3,21,3,0,35
"ST190675","A","9",2019-07-22,0,1,0,0,3,2,15,2,0,6
"ST190671","B","9",2019-07-22,0,3,0,0,2,0,10,7,0,23
"ST190672","B","9",2019-07-22,9,2,2,0,2,0,5,3,1,6
"ST190673","B","9",2019-07-22,0,0,0,0,1,0,2,1,0,5
"ST190674","B","9",2019-07-22,1,1,0,0,3,2,11,3,0,4
"ST190675","B","9",2019-07-22,1,0,1,0,2,11,30,2,1,29
"ST190711","A","9",2019-07-29,3,0,0,0,1,1,11,10,2,9
"ST190712","A","9",2019-07-29,1,3,0,0,0,0,11,2,0,13
"ST190713","A","9",2019-07-29,6,1,3,0,0,1,16,1,0,11
"ST190714","A","9",2019-07-29,1,1,0,0,1,1,16,2,2,9
"ST190715","A","9",2019-07-29,9,0,0,0,2,0,11,4,3,4
"ST190711","B","9",2019-07-29,5,0,2,0,0,2,4,3,0,4
"ST190712","B","9",2019-07-29,0,2,0,0,5,2,6,5,0,11
"ST190713","B","9",2019-07-29,1,0,2,0,2,1,8,4,0,3
"ST190714","B","9",2019-07-29,1,2,1,0,5,2,26,5,0,7
"ST190715","B","9",2019-07-29,4,2,1,0,2,0,4,0,0,2
"ST190751","A","9",2019-08-05,3,5,1,0,0,0,7,0,0,8
"ST190752","A","9",2019-08-05,1,3,0,0,3,0,24,0,0,8
"ST190753","A","9",2019-08-05,2,5,2,0,3,2,26,0,0,10
"ST190754","A","9",2019-08-05,3,1,0,0,2,0,3,0,0,12
"ST190755","A","9",2019-08-05,1,5,0,0,9,2,32,0,0,5
"ST190751","B","9",2019-08-05,0,0,0,0,3,0,6,0,0,1
"ST190752","B","9",2019-08-05,2,0,1,0,2,0,10,0,0,2
"ST190753","B","9",2019-08-05,4,2,1,0,1,1,8,0,0,2
"ST190754","B","9",2019-08-05,0,3,1,0,5,0,6,0,0,5
"ST190755","B","9",2019-08-05,0,4,0,0,5,2,18,0,0,4
"ST190791","A","9",2019-08-12,2,0,0,0,1,0,13,0,0,2
"ST190792","A","9",2019-08-12,5,0,0,0,3,0,10,1,0,1
"ST190793","A","9",2019-08-12,4,1,0,0,6,1,8,0,0,6
"ST190794","A","9",2019-08-12,0,2,0,0,3,1,8,0,0,7
"ST190795","A","9",2019-08-12,2,5,0,0,4,1,9,0,0,1
"ST190791","B","9",2019-08-12,2,2,0,0,2,0,8,0,0,1
"ST190792","B","9",2019-08-12,1,0,0,0,0,0,6,0,0,3
"ST190793","B","9",2019-08-12,2,2,0,0,6,0,9,0,0,8
"ST190794","B","9",2019-08-12,3,4,0,0,2,0,12,0,0,5
"ST190795","B","9",2019-08-12,5,1,0,0,7,0,12,1,0,8
"ST190831","A","9",2019-08-19,1,1,0,0,1,1,5,0,0,4
"ST190832","A","9",2019-08-19,2,2,1,0,6,2,5,0,0,2
"ST190834","A","9",2019-08-19,2,1,0,0,3,1,14,0,0,5
"ST190835","A","9",2019-08-19,0,1,1,0,0,0,6,0,0,2
"ST190831","B","9",2019-08-19,1,1,0,0,3,1,10,0,0,3
"ST190832","B","9",2019-08-19,0,0,0,0,20,1,8,0,0,7
"ST190834","B","9",2019-08-19,0,0,0,0,0,0,4,0,0,2
"ST190835","B","9",2019-08-19,0,0,0,0,2,0,15,0,0,3
"ST190871","A","9",2019-08-26,1,0,0,0,1,0,11,0,0,7
"ST190872","A","9",2019-08-26,0,3,0,0,16,0,9,1,0,1
"ST190873","A","9",2019-08-26,0,2,0,0,7,0,3,0,0,3
"ST190871","B","9",2019-08-26,0,0,0,0,4,0,3,0,0,1
"ST190872","B","9",2019-08-26,0,1,0,0,6,0,10,0,0,1
"ST190873","B","9",2019-08-26,0,1,0,0,3,2,8,0,0,4
"ST190911","A","9",2019-09-03,0,2,2,0,3,3,9,1,0,2
"ST190912","A","9",2019-09-03,1,0,0,0,0,0,11,2,0,2
"ST190913","A","9",2019-09-03,1,0,3,0,1,0,9,0,0,6
"ST190914","A","9",2019-09-03,1,0,1,0,0,0,12,0,0,3
"ST190915","A","9",2019-09-03,1,1,0,0,7,1,8,0,0,6
"ST190911","B","9",2019-09-03,3,1,0,0,1,1,4,0,0,2
"ST190912","B","9",2019-09-03,0,0,1,0,1,1,5,1,0,4
"ST190913","B","9",2019-09-03,1,0,0,0,3,1,11,0,0,5
"ST190914","B","9",2019-09-03,0,1,0,0,3,1,17,0,0,5
"ST190915","B","9",2019-09-03,0,2,0,0,4,1,7,0,0,5
"ST190951","A","9",2019-09-09,1,0,0,0,0,0,10,0,0,5
"ST190952","A","9",2019-09-09,0,0,0,0,0,1,3,0,0,4
"ST190953","A","9",2019-09-09,1,0,0,0,0,0,4,0,0,2
"ST190954","A","9",2019-09-09,0,2,0,0,0,0,4,0,0,4
"ST190955","A","9",2019-09-09,0,0,1,0,4,0,9,0,0,5
"ST190992","A","9",2019-09-09,1,0,0,0,1,0,4,0,0,4
"ST190993","A","9",2019-09-09,2,0,0,0,1,3,2,0,0,5
"ST190995","A","9",2019-09-09,0,0,0,0,4,0,6,0,0,4
"ST190951","B","9",2019-09-09,0,0,0,0,0,0,8,0,0,1
"ST190952","B","9",2019-09-09,1,0,0,0,0,0,1,0,0,5
"ST190953","B","9",2019-09-09,2,0,0,0,0,0,2,0,0,6
"ST190954","B","9",2019-09-09,0,0,0,0,0,0,3,0,0,2
"ST190955","B","9",2019-09-09,0,0,2,0,0,0,7,0,0,4
"ST190991","B","9",2019-09-09,2,0,0,0,2,1,11,0,0,8
"ST190992","B","9",2019-09-09,3,0,0,0,6,1,8,0,0,4
"ST190993","B","9",2019-09-09,1,0,0,0,0,0,2,0,0,6
"ST190995","B","9",2019-09-09,0,0,0,0,3,0,9,0,0,3
"ST190991","A","9",2019-09-16,3,1,0,0,0,0,2,0,0,2
"ST190994","A","9",2019-09-16,1,1,0,0,0,0,4,0,0,6
"ST190994","B","9",2019-09-16,0,2,0,0,1,0,4,0,0,5
"ST191031","A","9",2019-09-23,0,0,0,0,1,0,4,1,0,2
"ST191032","A","9",2019-09-23,0,1,1,0,2,0,10,0,0,5
"ST191033","A","9",2019-09-23,0,0,0,0,0,1,3,0,0,3
"ST191034","A","9",2019-09-23,1,0,0,0,2,0,8,0,0,3
"ST191035","A","9",2019-09-23,1,0,0,0,1,0,6,0,0,2
"ST191031","B","9",2019-09-23,1,0,0,0,2,0,4,0,0,9
"ST191032","B","9",2019-09-23,0,0,0,0,1,0,6,0,0,1
"ST191033","B","9",2019-09-23,1,0,0,0,0,0,3,0,0,3
"ST191034","B","9",2019-09-23,0,0,1,0,1,1,4,0,0,4
"ST191035","B","9",2019-09-23,0,0,0,0,2,11,0,0,0,6
"ST191071","A","9",2019-09-30,2,0,0,0,0,1,7,0,0,3
"ST191072","A","9",2019-09-30,0,0,1,0,0,0,3,0,0,3
"ST191073","A","9",2019-09-30,3,0,3,0,1,0,3,0,0,2
"ST191074","A","9",2019-09-30,3,0,0,0,2,0,10,0,0,0
"ST191075","A","9",2019-09-30,1,0,0,0,5,0,3,0,0,0
"ST191071","B","9",2019-09-30,0,0,0,0,0,0,0,0,0,2
"ST191072","B","9",2019-09-30,1,0,1,0,3,0,6,0,0,7
"ST191073","B","9",2019-09-30,1,0,0,0,1,0,8,0,0,1
"ST191074","B","9",2019-09-30,0,0,0,0,1,0,2,0,0,4
"ST191075","B","9",2019-09-30,3,0,0,0,3,2,8,0,0,4
"ST191111","A","9",2019-10-07,1,NA,NA,NA,NA,NA,3,1,NA,4
"ST191112","A","9",2019-10-07,2,NA,NA,NA,NA,1,8,NA,NA,3
"ST191113","A","9",2019-10-07,4,NA,NA,NA,NA,NA,8,2,NA,3
"ST191114","A","9",2019-10-07,NA,NA,NA,NA,NA,1,3,NA,NA,1
"ST191115","A","9",2019-10-07,NA,NA,NA,NA,1,NA,7,1,NA,3
"ST191111","B","9",2019-10-07,NA,NA,NA,NA,NA,NA,4,NA,NA,4
"ST191112","B","9",2019-10-07,NA,NA,NA,NA,NA,NA,4,NA,NA,2
"ST191113","B","9",2019-10-07,NA,NA,NA,NA,NA,NA,10,NA,NA,3
"ST191114","B","9",2019-10-07,NA,NA,NA,NA,NA,NA,2,NA,NA,2
"ST191115","B","9",2019-10-07,1,1,NA,NA,NA,1,4,1,NA,5
"ST191151","A","9",2019-10-15,NA,NA,NA,NA,1,3,11,2,NA,10
"ST191152","A","9",2019-10-15,1,NA,NA,NA,NA,1,6,1,NA,4
"ST191153","A","9",2019-10-15,NA,1,NA,NA,NA,1,9,NA,NA,1
"ST191154","A","9",2019-10-15,NA,NA,NA,NA,1,1,5,2,NA,6
"ST191155","A","9",2019-10-15,NA,NA,NA,NA,3,NA,4,NA,NA,4
"ST191151","B","9",2019-10-15,NA,NA,NA,NA,2,3,12,3,NA,14
"ST191152","B","9",2019-10-15,2,NA,NA,NA,2,NA,10,NA,NA,6
"ST191153","B","9",2019-10-15,1,1,NA,NA,NA,3,8,NA,NA,2
"ST191154","B","9",2019-10-15,NA,NA,NA,NA,1,NA,2,4,NA,8
"ST191155","B","9",2019-10-15,1,1,NA,NA,NA,NA,1,NA,1,1
"ST191191","A","9",2019-10-21,11,NA,NA,NA,NA,NA,6,NA,NA,1
"ST191192","A","9",2019-10-21,1,NA,NA,NA,NA,NA,7,NA,NA,NA
"ST191193","A","9",2019-10-21,1,2,NA,NA,NA,NA,15,NA,NA,1
"ST191194","A","9",2019-10-21,1,NA,NA,NA,NA,NA,5,1,NA,NA
"ST191195","A","9",2019-10-21,2,NA,NA,NA,NA,NA,9,NA,NA,1
"ST191191","B","9",2019-10-21,2,NA,NA,NA,NA,NA,8,1,NA,NA
"ST191192","B","9",2019-10-21,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST191193","B","9",2019-10-21,6,NA,NA,NA,NA,NA,22,NA,NA,NA
"ST191194","B","9",2019-10-21,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"ST191195","B","9",2019-10-21,4,NA,NA,NA,NA,NA,12,NA,NA,NA
"ST191231","A","9",2019-10-28,1,1,NA,NA,NA,1,15,NA,NA,2
"ST191232","A","9",2019-10-28,1,NA,NA,NA,NA,NA,18,NA,NA,1
"ST191233","A","9",2019-10-28,3,NA,NA,NA,NA,NA,7,NA,NA,3
"ST191234","A","9",2019-10-28,5,NA,NA,NA,NA,NA,15,NA,NA,NA
"ST191235","A","9",2019-10-28,2,NA,NA,NA,NA,1,6,1,NA,3
"ST191231","B","9",2019-10-28,1,NA,NA,NA,1,NA,14,NA,NA,NA
"ST191232","B","9",2019-10-28,NA,NA,NA,NA,NA,NA,7,NA,NA,3
"ST191233","B","9",2019-10-28,NA,NA,NA,NA,NA,1,3,1,NA,2
"ST191234","B","9",2019-10-28,3,NA,NA,NA,NA,NA,5,NA,NA,1
"ST191235","B","9",2019-10-28,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"ST191271","A","9",2019-11-04,NA,NA,1,NA,1,NA,9,NA,NA,NA
"ST191272","A","9",2019-11-04,NA,NA,NA,NA,NA,NA,11,NA,NA,1
"ST191273","A","9",2019-11-04,1,NA,NA,NA,NA,NA,8,NA,NA,1
"ST191274","A","9",2019-11-04,NA,NA,NA,NA,NA,NA,5,NA,NA,1
"ST191275","A","9",2019-11-04,NA,NA,NA,NA,NA,NA,2,1,NA,NA
"ST191271","B","9",2019-11-04,1,NA,NA,NA,1,1,10,NA,NA,NA
"ST191272","B","9",2019-11-04,1,NA,NA,NA,NA,NA,13,NA,NA,NA
"ST191273","B","9",2019-11-04,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST191274","B","9",2019-11-04,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"ST191275","B","9",2019-11-04,1,NA,NA,NA,NA,NA,5,NA,NA,1
"ST191312","A","9",2019-11-11,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST191313","A","9",2019-11-11,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"ST191314","A","9",2019-11-11,NA,NA,NA,NA,NA,NA,2,1,NA,NA
"ST191315","A","9",2019-11-11,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"ST191311","B","9",2019-11-11,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST191312","B","9",2019-11-11,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST191313","B","9",2019-11-11,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST191315","B","9",2019-11-11,1,NA,NA,NA,NA,NA,8,NA,NA,NA
"ST200031","A","9",2020-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"ST200031","B","9",2020-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
"ST200071","A","9",2020-03-23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST200111","A","9",2020-03-31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST200111","B","9",2020-03-31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST200151","A","9",2020-04-06,5,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200151","B","9",2020-04-06,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST200191","A","9",2020-04-14,5,NA,NA,NA,NA,NA,4,NA,NA,NA
"ST200231","A","9",2020-04-20,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200232","A","9",2020-04-20,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST200233","A","9",2020-04-20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200234","A","9",2020-04-20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST200232","B","9",2020-04-20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST200233","B","9",2020-04-20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST200234","B","9",2020-04-20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST200235","B","9",2020-04-20,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200271","A","9",2020-04-28,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST200272","A","9",2020-04-28,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200273","A","9",2020-04-28,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200274","A","9",2020-04-28,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST200275","A","9",2020-04-28,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200271","B","9",2020-04-28,1,NA,NA,NA,NA,NA,1,NA,NA,1
"ST200272","B","9",2020-04-28,1,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST200273","B","9",2020-04-28,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"ST200274","B","9",2020-04-28,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200275","B","9",2020-04-28,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200311","A","9",2020-05-04,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"ST200312","A","9",2020-05-04,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST200314","A","9",2020-05-04,2,NA,NA,NA,NA,NA,3,NA,NA,1
"ST200315","A","9",2020-05-04,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"ST200312","B","9",2020-05-04,1,NA,NA,NA,NA,NA,9,NA,NA,NA
"ST200313","B","9",2020-05-04,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200314","B","9",2020-05-04,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST200315","B","9",2020-05-04,NA,NA,NA,NA,NA,NA,1,NA,NA,2
"ST200351","A","9",2020-05-12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200352","A","9",2020-05-12,1,NA,NA,NA,NA,NA,5,1,NA,NA
"ST200353","A","9",2020-05-12,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST200354","A","9",2020-05-12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200355","A","9",2020-05-12,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST200351","B","9",2020-05-12,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST200352","B","9",2020-05-12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST200353","B","9",2020-05-12,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"ST200355","B","9",2020-05-12,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST200392","A","9",2020-05-18,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST200393","A","9",2020-05-18,NA,1,NA,NA,NA,10,8,8,NA,4
"ST200394","A","9",2020-05-18,3,NA,NA,NA,NA,NA,19,1,NA,3
"ST200395","A","9",2020-05-18,NA,NA,NA,NA,NA,NA,8,NA,NA,2
"ST200391","B","9",2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ST200392","B","9",2020-05-18,NA,NA,NA,NA,NA,NA,10,NA,NA,1
"ST200394","B","9",2020-05-18,1,NA,NA,NA,NA,NA,11,1,NA,NA
"ST200395","B","9",2020-05-18,1,NA,NA,NA,NA,1,10,1,NA,2
"ST200431","A","9",2020-05-26,5,2,1,1,NA,NA,23,3,NA,19
"ST200432","A","9",2020-05-26,12,NA,NA,NA,1,NA,94,4,NA,7
"ST200433","A","9",2020-05-26,2,NA,1,NA,NA,NA,28,5,NA,15
"ST200434","A","9",2020-05-26,2,1,NA,NA,NA,NA,13,NA,NA,10
"ST200435","A","9",2020-05-26,2,NA,NA,NA,1,1,20,NA,NA,17
"ST200431","B","9",2020-05-26,4,1,NA,NA,1,1,33,4,NA,4
"ST200432","B","9",2020-05-26,5,1,NA,NA,NA,NA,38,3,NA,5
"ST200433","B","9",2020-05-26,3,1,NA,NA,NA,1,25,2,NA,8
"ST200434","B","9",2020-05-26,2,7,NA,NA,NA,1,21,5,NA,13
"ST200435","B","9",2020-05-26,3,11,NA,NA,NA,NA,17,NA,NA,18
"ST200471","A","9",2020-06-01,2,NA,NA,NA,2,NA,26,1,NA,11
"ST200472","A","9",2020-06-01,2,5,NA,NA,NA,NA,22,6,NA,9
"ST200473","A","9",2020-06-01,4,3,NA,NA,1,1,29,6,NA,32
"ST200474","A","9",2020-06-01,3,NA,NA,NA,NA,NA,36,4,NA,10
"ST200475","A","9",2020-06-01,NA,1,NA,NA,NA,NA,73,1,NA,12
"ST200471","B","9",2020-06-01,2,3,NA,NA,NA,3,20,12,NA,9
"ST200472","B","9",2020-06-01,NA,3,NA,NA,NA,2,23,2,NA,11
"ST200473","B","9",2020-06-01,2,7,NA,NA,2,1,17,3,NA,15
"ST200474","B","9",2020-06-01,NA,1,NA,NA,NA,1,45,1,NA,10
"ST200475","B","9",2020-06-01,2,NA,NA,NA,NA,NA,30,2,NA,10
"ST200511","A","9",2020-06-08,1,6,1,NA,1,NA,21,11,1,8
"ST200512","A","9",2020-06-08,1,3,NA,NA,NA,NA,59,10,NA,7
"ST200513","A","9",2020-06-08,2,NA,NA,NA,1,1,57,5,NA,2
"ST200514","A","9",2020-06-08,2,NA,NA,NA,1,NA,18,5,NA,6
"ST200515","A","9",2020-06-08,3,5,NA,NA,NA,1,5,12,NA,2
"ST200511","B","9",2020-06-08,6,12,NA,NA,1,NA,29,4,NA,3
"ST200512","B","9",2020-06-08,4,1,NA,NA,NA,NA,31,4,NA,3
"ST200513","B","9",2020-06-08,2,NA,NA,NA,NA,NA,9,4,NA,3
"ST200514","B","9",2020-06-08,1,1,1,NA,NA,NA,26,4,NA,6
"ST200515","B","9",2020-06-08,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"ST200551","A","9",2020-06-15,2,NA,NA,NA,2,1,21,5,NA,5
"ST200552","A","9",2020-06-15,3,1,1,NA,NA,NA,48,4,NA,4
"ST200553","A","9",2020-06-15,3,NA,NA,NA,2,2,28,3,NA,4
"ST200554","A","9",2020-06-15,4,2,NA,NA,1,2,72,6,NA,5
"ST200555","A","9",2020-06-15,3,NA,NA,NA,NA,NA,21,2,NA,3
"ST200551","B","9",2020-06-15,3,NA,NA,NA,NA,NA,34,7,NA,9
"ST200552","B","9",2020-06-15,3,6,NA,NA,NA,NA,51,6,NA,3
"ST200553","B","9",2020-06-15,3,19,NA,NA,NA,1,31,4,1,1
"ST200554","B","9",2020-06-15,2,2,NA,NA,NA,1,35,5,NA,7
"ST200555","B","9",2020-06-15,NA,1,NA,NA,NA,NA,26,5,NA,6
"ST200591","A","9",2020-06-22,NA,6,1,NA,6,4,39,9,NA,4
"ST200592","A","9",2020-06-22,3,8,NA,NA,1,NA,46,7,NA,6
"ST200593","A","9",2020-06-22,8,1,1,1,4,3,64,6,NA,6
"ST200594","A","9",2020-06-22,2,NA,NA,NA,3,2,36,14,NA,5
"ST200595","A","9",2020-06-22,10,3,NA,NA,NA,2,48,12,NA,5
"ST200591","B","9",2020-06-22,3,4,NA,NA,3,1,57,12,NA,6
"ST200592","B","9",2020-06-22,2,27,2,NA,4,NA,78,23,NA,5
"ST200593","B","9",2020-06-22,1,3,1,NA,5,1,42,6,NA,5
"ST200594","B","9",2020-06-22,3,3,NA,NA,4,1,43,14,NA,6
"ST200595","B","9",2020-06-22,4,22,NA,NA,2,NA,16,16,NA,4
"ST200631","A","9",2020-06-29,2,8,NA,NA,NA,4,13,5,NA,7
"ST200632","A","9",2020-06-29,7,2,2,NA,1,NA,20,NA,NA,8
"ST200633","A","9",2020-06-29,NA,NA,NA,NA,1,NA,8,NA,NA,2
"ST200634","A","9",2020-06-29,2,2,NA,NA,1,4,8,3,NA,5
"ST200635","A","9",2020-06-29,3,3,NA,NA,5,2,21,1,NA,12
"ST200631","B","9",2020-06-29,4,25,NA,NA,NA,NA,8,10,NA,3
"ST200632","B","9",2020-06-29,3,5,NA,NA,3,3,26,13,NA,7
"ST200633","B","9",2020-06-29,NA,NA,NA,NA,NA,1,9,NA,NA,2
"ST200634","B","9",2020-06-29,3,17,NA,NA,1,6,13,2,NA,5
"ST200635","B","9",2020-06-29,2,4,NA,NA,1,4,14,6,NA,2
"ST200671","A","9",2020-07-06,1,4,NA,NA,2,1,7,5,1,4
"ST200672","A","9",2020-07-06,4,6,NA,NA,1,3,23,10,1,8
"ST200673","A","9",2020-07-06,NA,3,NA,NA,2,2,19,9,NA,6
"ST200674","A","9",2020-07-06,4,2,NA,NA,5,2,6,14,NA,7
"ST200675","A","9",2020-07-06,5,7,1,NA,1,2,13,5,NA,7
"ST200671","B","9",2020-07-06,5,1,NA,NA,2,4,13,10,1,19
"ST200672","B","9",2020-07-06,2,1,1,NA,2,1,10,6,NA,5
"ST200673","B","9",2020-07-06,2,3,1,NA,1,NA,7,7,NA,4
"ST200674","B","9",2020-07-06,5,1,NA,NA,5,NA,17,10,NA,8
"ST200675","B","9",2020-07-06,1,2,NA,NA,1,NA,6,5,NA,13
"ST200711","A","9",2020-07-13,3,6,1,NA,4,NA,12,5,NA,2
"ST200712","A","9",2020-07-13,NA,2,NA,NA,1,1,15,9,NA,11
"ST200714","A","9",2020-07-13,NA,1,2,NA,2,1,13,9,1,18
"ST200711","B","9",2020-07-13,3,2,NA,NA,1,1,12,6,NA,8
"ST200712","B","9",2020-07-13,2,4,NA,NA,1,1,16,16,NA,8
"ST200714","B","9",2020-07-13,1,1,NA,NA,4,1,19,10,NA,5
"ST200715","B","9",2020-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ST200751","A","9",2020-07-20,2,1,1,NA,3,2,10,3,NA,1
"ST200752","A","9",2020-07-20,2,NA,NA,NA,2,NA,21,3,NA,2
"ST200753","A","9",2020-07-20,1,1,NA,NA,2,NA,7,11,NA,13
"ST200754","A","9",2020-07-20,NA,4,NA,NA,4,NA,18,6,NA,10
"ST200755","A","9",2020-07-20,3,4,1,NA,2,NA,14,14,NA,8
"ST200751","B","9",2020-07-20,1,3,NA,NA,2,NA,15,7,NA,10
